1 null null u g m v null t f null f s null null -
1 null null y p c v null f f null f g null null -
1 null null u g q v null t t null f g null null -
1 null null u g aa v null t f null t g null null -
0.5 null null y p aa v null t f null t g null null -
1 null null y p k v null t t null f g null null -
1 null null u g c v null t f null f g null null -
1 null null u g ff ff null t t null f g null null -
0.5 null null u g m v null t f null f s null null -
1 null null u g m v null t f null f s null null -
0.5 null null u g d v null t f null t g null null -
1 null null u g aa v null t f null t g null null -
1 null null u g c bb null t f null t s null null -
1 null null u g d v null t f null t s null null -
1 null null y p aa v null t f null f g null null -
1 null null u g aa v null t f null t g null null -
0.5 null null u g j j null t f null t g null null -
1 null null y p c h null t f null f g null null -
1 null null u g c v null t f null f g null null -
1 null null y p aa v null t f null f g null null -
1 null null y p c h null t f null t g null null -
1 null null y p c v null t f null t g null null -
0.5 null null u g i bb null t f null t g null null -
1 null null y p aa v null t f null f g null null -
1 null null u g c bb null t f null t s null null -
0.5 null null y p q v null t f null t g null null -
0.5 null null u g q v null t t null t g null null -
1 null null y p c bb null t f null t g null null -
1 null null y p c v null t f null f g null null -
1 null null u g q v null t t null f g null null -
1 null null u g k v null t t null t g null null -
1 null null y p i h null t t null t g null null -
1 null null u g e z null t t null f g null null -
1 null null u g k v null t f null f s null null -
0.5 null null y p aa v null t f null f g null null -
1 null null y p x h null t f null t g null null -
0.5 null null u g c v null t t null t g null null -
1 null null u g w v null t t null t g null null -
0.5 null null y p ff ff null t t null f g null null -
1 null null u g w v null t f null t g null null -
0.5 null null u g k bb null t t null t g null null -
1 null null y p c h null t t null t g null null -
0.5 null null u g q v null t t null f g null null -
1 null null u g q h null t t null t g null null -
1 null null u g k v null t t null f g null null +
1 null null u g m v null t t null t g null null +
0.5 null null u g cc h null t t null t g null null +
1 null null u g q v null t t null f g null null +
1 null null u g cc v null t t null t g null null +
0.5 null null u g aa v null t t null t g null null +
0.5 null null u g q v null t t null t g null null +
0.5 null null u g q v null t t null t g null null +
1 null null u g x h null t t null t g null null +
1 null null u g m bb null t t null t g null null +
1 null null u g q v null t t null t g null null +
1 null null u g i bb null t t null f g null null +
0.5 null null u g w v null t f null f s null null +
1 null null u g e z null t t null t g null null +
1 null null u g c v null t t null f g null null +
0.5 null null u g e bb null t t null f g null null +
1 null null u g c bb null t t null f g null null +
1 null null u g q h null t t null t g null null +
1 null null u g q h null t f null t g null null +
1 null null y p aa v null t t null f g null null +
1 null null u g m v null t t null f g null null +
0.5 null null u g w v null t t null t g null null +
0.5 null null u g q h null t t null f g null null +
0.5 null null u g cc h null t t null t g null null +
0.5 null null u g j ff null t t null f g null null +
1 null null y p cc h null t t null f g null null +
1 null null u g w v null t t null f g null null +
1 null null u g cc h null t t null f g null null +
1 null null u g cc h null t t null f g null null +
1 null null u g q v null t t null t g null null +
0.5 null null y p q h null t t null f g null null +
0.5 null null u g c bb null t t null t g null null +
0.5 null null u g c v null t t null f g null null +
0.5 null null u g cc h null t t null t g null null +
0.5 null null u g q v null t t null f g null null +
1 null null u g m h null t t null t g null null +
1 null null u g c v null t t null t g null null +
1 null null u g cc h null t t null t g null null +
0.5 null null y p j j null t t null t g null null +
0.5 null null y p x h null t t null f g null null +
0.5 null null u g e z null t t null f g null null +
1 null null u g k h null t t null t g null null +
1 null null y p m bb null t t null t g null null +
1 null null u g x h null t t null f g null null +
1 null null u g m v null t t null t g null null +
1 null null u g x v null t t null t g null null +
1 null null y p e h null t f null t g null null +
0.5 null null u g q v null t f null t g null null +
0.5 null null u g q h null t f null f g null null +
1 null null u g q v null t f null t g null null +
0.5 null null u g cc v null t f null f g null null +
1 null null u g q h null t f null t g null null +
1 null null y p d v null f f null t g null null +
0.5 null null y p aa v null t f null t g null null +
1 null null u g c bb null t f null f g null null +
1 null null u g k h null t f null t g null null +
0.5 null null u g k h null t f null t g null null +
1 null null u g q h null t f null f g null null +
1 null null y p w v null t f null t g null null +
1 null null u g aa v null t f null t s null null +
0.5 null null u g aa v null t f null f g null null +
0.5 null null u g q v null t t null f g null null +
1 null null u g aa v null t t null f g null null +
1 null null u g c bb null t t null f g null null +
0.5 null null u g i bb null t t null f s null null +
0.5 null null u g q v null t t null f g null null +
0.5 null null u g c v null t t null f g null null +
0.5 null null u g q v null t t null f g null null +
1 null null u g c h null t t null f g null null +
1 null null u g aa bb null t t null f g null null +
1 null null u g c v null t t null f g null null +
0.5 null null u g c v null t t null t g null null +
0.5 null null u g q h null t t null f g null null +
1 null null u g c v null t f null t g null null +
1 null null u g i h null t f null f g null null +
1 null null u g x v null t f null f g null null +
1 null null y p w v null t t null f g null null +
1 null null y p i bb null t t null t g null null +
1 null null y p c bb null t t null t g null null +
1 null null y p x v null t t null t g null null +
1 null null u g w h null t t null f g null null +
1 null null y p aa v null t t null t g null null +
1 null null u g x v null t t null f g null null +
0.5 null null u g q h null t t null f g null null +
0.5 null null u g i bb null t f null t g null null +
1 null null u g c v null t t null f g null null +
0.5 null null u g q v null t t null t g null null +
1 null null y p w v null t t null f g null null +
0.5 null null u g q h null t t null f g null null +
0.5 null null null null null null null f f null f p null null +
1 null null u g q h null t t null f g null null +
1 null null u g k v null t t null f g null null +
1 null null u g c bb null t t null f g null null +
1 null null u g cc h null t t null t g null null +
1 null null y p d v null t f null t s null null +
1 null null u g ff ff null t t null t g null null +
1 null null u g i v null t t null f g null null +
1 null null y p cc v null t t null f g null null +
1 null null u g aa v null t f null f s null null +
1 null null u g cc h null t t null f g null null +
1 null null u g ff ff null t t null f g null null +
1 null null u g e v null t t null f g null null +
0.5 null null y p c v null t t null t g null null +
0.5 null null u g aa v null t t null t g null null +
1 null null u g e z null t t null t g null null +
0.5 null null u g aa v null t f null t g null null +
0.5 null null u g aa v null t f null f g null null +
0.5 null null u g q v null t f null t g null null +
1 null null u g c bb null t f null t g null null +
1 null null u g k v null t f null f g null null +
0.5 null null y p x v null f f null f g null null +
1 null null u g q v null t t null t g null null +
1 null null u g cc v null t f null f g null null +
1 null null u g cc v null t t null f g null null +
0.5 null null u g x v null t t null t g null null +
1 null null u g x h null t t null t g null null +
1 null null u g w v null t f null t g null null +
0.5 null null u g i bb null t t null f g null null +
0.5 null null u g q v null t t null f g null null +
1 null null u g i bb null t f null t g null null +
1 null null u g aa v null t t null f g null null +
1 null null u g q v null t f null f s null null +
1 null null u g x v null t t null f g null null +
1 null null y p c v null t f null f s null null +
1 null null u g w v null t t null f g null null +
1 null null u g w v null t f null t g null null +
0.5 null null u g q v null t t null f g null null +
1 null null u g i v null t t null f g null null +
1 null null y p c h null t t null t g null null +
1 null null u g cc h null t t null t g null null +
0.5 null null u g q h null t t null f g null null +
0 null null u g c bb null t t null f g null null +
1 null null u g x v null t t null f g null null +
1 null null u g e z null t t null f g null null +
1 null null u g q h null t t null t g null null +
0.5 null null u g x h null t t null f g null null +
1 null null u g x h null t t null f g null null +
1 null null u g k v null f f null f g null null -
1 null null u g c h null f f null f g null null -
1 null null u g c v null f f null t g null null -
1 null null u g d v null f f null f g null null -
0.5 null null u g i v null f f null f g null null -
0.5 null null y p c v null f f null f g null null -
1 null null u g d h null f f null t g null null -
0.5 null null y p ff ff null f f null f g null null -
0.5 null null u g i o null f f null f g null null -
0.5 null null y p x h null f f null t g null null -
1 null null u g ff ff null f f null f g null null -
1 null null y p c v null f f null f g null null -
1 null null y p e dd null f f null f g null null -
0.5 null null u g d v null f f null f g null null -
1 null null u g q v null t f null t g null null +
1 null null u g q n null f f null f g null null +
1 null null null null null null null f f null f p null null +
1 null null u g c v null f f null t g null null -
1 null null y p m v null f f null f g null null -
1 null null y p k v null f f null f g null null -
1 null null u g cc h null f f null t s null null -
1 null null u g d v null f f null f g null null -
0.5 null null u g i h null f f null f g null null -
0.5 null null y p q h null f f null f g null null -
1 null null y p ff ff null f f null f g null null -
1 null null u g m v null t f null f s null null -
1 null null y p c h null f f null f g null null -
1 null null y p cc h null f f null f g null null -
1 null null u g c v null f f null f s null null -
0.5 null null u g q v null f t null f g null null -
1 null null u g c v null f t null f g null null -
1 null null u g w h null f t null f g null null -
0.5 null null u g ff ff null f t null t g null null -
1 null null u g w v null f t null f g null null -
1 null null y p c v null f t null f g null null -
0.5 null null y p j j null f f null f g null null -
1 null null u g m v null f f null t s null null -
0.5 null null u g w v null f t null f g null null -
1 null null u g w v null f t null f g null null -
1 null null u g w v null f t null f g null null -
0.5 null null u g ff ff null f t null f g null null -
0.5 null null u g ff ff null f t null t g null null -
1 null null u g ff ff null f t null f g null null -
1 null null u g aa v null f t null t g null null -
1 null null u g aa v null f t null f g null null -
1 null null u g c v null f t null t g null null -
0.5 null null u g ff ff null f t null f g null null -
1 null null u g d v null f f null t s null null -
1 null null u g c v null f f null t s null null -
0.5 null null u g q v null f f null f g null null -
0.5 null null u g q h null f f null f g null null -
1 null null y p ff ff null t f null t g null null -
1 null null u g ff ff null f f null f g null null -
1 null null u g ff ff null f f null f g null null -
1 null null u g k h null f f null t s null null -
0.5 null null y p j j null f f null f g null null -
0.5 null null u g w v null f f null t g null null -
1 null null y p c v null f f null t g null null -
0.5 null null u g aa v null f f null f g null null -
0.5 null null u g d v null f f null f g null null -
1 null null y p aa v null f f null f g null null -
1 null null u g m v null t f null t s null null -
1 null null y p c h null f f null f g null null -
1 null null l gg ff o null f f null t p null null +
1 null null y p m bb null f f null t s null null +
1 null null y p c v null f f null t g null null +
1 null null u g w v null f f null f g null null +
0.5 null null l gg cc ff null f f null t s null null +
0.5 null null u g cc v null f f null f g null null +
1 null null y p k v null t t null f g null null +
1 null null u g w v null f f null f g null null -
0.5 null null y p x v null f f null f g null null -
1 null null y p c v null f f null f g null null -
0 null null u g i bb null f f null f s null null -
1 null null y p w v null f f null f s null null -
1 null null y p i v null f f null t g null null -
1 null null null null null null null f f null f p null null -
0.5 null null y p c v null f f null t g null null -
1 null null u g c v null f f null f g null null -
0.5 null null u g d v null f f null t g null null -
1 null null u g cc bb null f f null f g null null -
1 null null u g q h null f f null t g null null -
1 null null u g c v null f f null t g null null -
0.5 null null y p i h null f f null t g null null -
0.5 null null y p aa v null f f null f g null null -
1 null null u g w v null f f null t g null null -
0.5 null null u g c v null f f null f g null null -
1 null null u g aa v null f f null f g null null -
1 null null u g i bb null f f null t g null null -
1 null null u g i bb null f f null f g null null -
1 null null u g k v null f f null t g null null -
1 null null u g e z null f f null f g null null -
0 null null u g c v null f f null t g null null -
1 null null y p c bb null f f null f g null null -
1 null null u g c v null t t null t g null null -
1 null null u g w v null f t null t g null null -
0.5 null null u g j j null f f null t g null null -
1 null null y p ff ff null f f null f g null null -
1 null null y p m v null f f null t g null null -
1 null null u g d v null f f null t s null null -
1 null null u g i v null f f null t g null null -
0.5 null null u g aa v null f t null t g null null -
1 null null u g d v null f f null f g null null -
0.5 null null u g q v null f f null t g null null -
1 null null u g d v null f f null t g null null -
0.5 null null u g ff ff null f f null f g null null -
0.5 null null u g k v null f f null t s null null -
1 null null u g ff ff null f f null t g null null -
1 null null u g k ff null f f null f g null null -
1 null null y p k v null f f null f s null null -
1 null null u g e dd null f t null f g null null -
1 null null u g m v null f t null t g null null -
0.5 null null u g aa v null f f null f g null null -
1 null null y p m v null f f null f s null null -
0.5 null null y p k h null f f null t g null null -
1 null null y p r n null f f null t g null null -
1 null null y p w v null f f null t g null null -
1 null null u g e dd null f f null t g null null -
0.5 null null u g k h null f f null t s null null -
1 null null u g w v null f f null f g null null -
0 null null u g aa v null f f null f g null null -
0.5 null null y p e dd null f f null f g null null -
1 null null u g d v null f f null f g null null -
1 null null y p c v null f f null t s null null -
1 null null u g i bb null f f null t g null null -
1 null null u g i bb null f f null t s null null -
1 null null u g i bb null f f null t g null null -
0.5 null null u g c v null f f null f g null null -
0.5 null null y p i bb null f f null f g null null -
0.5 null null y p ff ff null f f null t g null null -
1 null null u g k v null f f null t g null null -
1 null null y p c v null f f null t g null null -
1 null null y p aa v null f f null t g null null -
1 null null u g c v null f f null t s null null -
1 null null u g i bb null f f null t g null null -
1 null null u g m v null f f null f s null null -
1 null null u g e v null f f null f g null null -
1 null null u g i bb null f f null f g null null -
1 null null u g aa bb null f f null t g null null -
1 null null u g m v null f f null t g null null -
1 null null y p w v null f f null f g null null -
0.5 null null u g d v null f f null t g null null -
1 null null y p x h null f f null f g null null -
0.5 null null y p ff ff null f f null f g null null -
1 null null y p k h null f f null t g null null -
1 null null u g c v null f f null f g null null -
1 null null y p j v null f f null f g null null -
1 null null u g c v null f f null f g null null -
0.5 null null u g i bb null f f null t g null null -
0.5 null null u g q v null f f null f s null null -
1 null null y p i bb null f f null t g null null -
0.5 null null u g ff ff null f f null f s null null -
0.5 null null y p k v null f t null f g null null -
0.5 null null y p c v null f t null f g null null -
1 null null u g w v null f t null f g null null -
1 null null u g q v null f t null f g null null -
1 null null u g ff ff null f t null f g null null -
1 null null u g c v null f t null f g null null -
0.5 null null u g i v null f f null f g null null -
1 null null u g i bb null f f null f s null null -
1 null null u g k v null f f null t g null null -
0.5 null null y p ff ff null f f null f g null null -
1 null null y p k v null f f null f g null null -
1 null null u g c v null f f null t g null null -
1 null null u g c v null f t null f g null null -
0.5 null null y p ff ff null f f null t g null null -
1 null null u g i v null f f null t g null null -
1 null null u g q v null f f null f g null null -
1 null null u g w v null f f null f g null null -
1 null null u g cc v null f f null f g null null -
1 null null u g c v null f f null f p null null -
1 null null u g c v null f f null f g null null -
0.5 null null u g w v null f f null t g null null -
1 null null u g e v null f f null f g null null -
1 null null u g ff ff null f f null f g null null -
1 null null y p cc v null f f null f g null null -
1 null null y p ff ff null f f null f g null null -
1 null null y p c v null f f null f g null null -
1 null null u g k v null f f null t g null null -
1 null null u g aa v null f f null f g null null -
1 null null u g c v null f f null t g null null -
1 null null y p ff ff null f t null f g null null -
1 null null u g ff ff null f t null f g null null -
0.5 null null u g ff ff null f f null t s null null -
0.5 null null u g ff ff null f t null f g null null -
1 null null u g k v null f t null t g null null -
1 null null u g k v null f t null f s null null -
1 null null u g ff ff null f t null f g null null -
1 null null y p m v null f f null t s null null -
1 null null u g k v null f f null t g null null -
0.5 null null y p j ff null f f null f g null null -
0.5 null null u g ff ff null f f null f g null null -
1 null null u g c v null f f null f g null null -
0.5 null null u g ff ff null f f null f g null null -
1 null null u g ff ff null f t null f g null null -
1 null null u g c v null f f null f g null null -
1 null null y p i bb null f f null f g null null -
1 null null u g c v null f f null f g null null -
1 null null u g q v null f f null f g null null -
0 null null u g w v null f f null t g null null -
1 null null u g d v null f f null t g null null -
1 null null u g w v null f f null f g null null -
1 null null null null null null null f f null f p null null -
1 null null y p c v null f f null f g null null -
1 null null u g i bb null f f null f g null null -
1 null null y p c v null f f null t g null null -
0.5 null null y p c v null f f null f g null null -
1 null null u g m v null f t null f g null null -
1 null null u g c v null f f null f g null null -
0.5 null null u g ff ff null f t null f g null null -
0.5 null null u g j j null f t null f g null null -
0.5 null null u g m v null f t null t g null null -
1 null null u g c v null f t null t g null null -
0.5 null null u g w h null f t null f g null null -
1 null null u g k v null f f null f g null null -
1 null null u g i h null f f null t g null null -
0.5 null null u g k h null f f null f g null null -
1 null null y p i h null f f null f g null null -
1 null null u g i v null f f null f g null null -
1 null null y p i v null f f null t g null null -
1 null null u g c v null f f null f g null null -
1 null null u g d v null f f null t g null null -
1 null null u g i h null f f null t g null null -
1 null null y p i h null f f null t s null null -
1 null null u g i v null f f null f g null null -
0 null null y p null null null f f null f s null null -
0.5 null null u g i v null f t null t g null null -
1 null null y p k v null f t null t g null null -
0.5 null null u g aa v null f t null t g null null -
1 null null y p c v null f t null f g null null -
1 null null u g m v null f f null f s null null -
1 null null y p ff ff null f t null f g null null -
1 null null y p k v null f f null f g null null -
1 null null y p aa v null f f null t g null null -
1 null null y p ff ff null f f null t g null null -
0 null null u g q v null f f null t g null null -
0.5 null null u g q h null t t null f g null null +
1 null null u g q v null t t null t g null null +
1 null null u g m v null t t null f g null null +
0.5 null null u g c h null t f null f g null null +
0.5 null null y p c h null t f null f g null null +
1 null null u g w v null t f null f g null null +
0.5 null null u g x h null t f null t g null null +
1 null null u g c v null t t null t g null null +
1 null null u g c v null t t null t g null null +
1 null null u g c v null t t null f g null null +
1 null null u g x v null t t null t g null null +
1 null null u g cc v null t t null t g null null +
0.5 null null u g ff ff null t t null f g null null +
1 null null u g x v null t t null f g null null +
0.5 null null u g c v null t t null t g null null +
1 null null u g c v null t t null f g null null +
0.5 null null u g aa v null t t null f g null null +
0.5 null null u g q h null t t null f g null null +
0.5 null null u g c v null t t null f g null null +
1 null null y p w v null t t null t g null null +
1 null null y p w v null t t null t g null null +
0.5 null null u g j j null t f null f g null null +
0.5 null null u g c v null t f null f g null null +
1 null null u g e dd null t f null f g null null +
1 null null y p c h null t f null f g null null +
1 null null u g x v null t f null f g null null +
0.5 null null u g aa v null t t null f g null null +
1 null null u g c v null t t null t g null null +
0.5 null null u g q v null t t null f g null null +
1 null null u g x v null t t null t g null null +
0 null null u g k v null t t null f g null null +
0.5 null null u g e dd null t t null t g null null +
1 null null u g m v null t t null f g null null +
0.5 null null u g q v null t t null f g null null -
0.5 null null u g q v null t f null t g null null -
1 null null u g c v null t f null t g null null -
1 null null u g k v null t f null f g null null -
0.5 null null u g i bb null t f null t g null null -
0.5 null null u g k h null t t null t g null null -
1 null null u g q h null t t null f g null null -
0.5 null null u g c h null t f null t g null null -
0.5 null null u g aa h null t f null f g null null -
1 null null u g i bb null t f null f g null null -
1 null null u g ff ff null t f null f g null null -
1 null null u g aa v null t f null t g null null -
0.5 null null y p ff ff null t f null f g null null -
0.5 null null u g ff ff null t f null f g null null -
1 null null u g x h null t f null t g null null -
1 null null u g w bb null t f null t g null null -
1 null null u g null null null t f null f g null null -
1 null null y p cc v null t f null t g null null -
1 null null u g i bb null t f null f g null null -
1 null null y p k h null t f null t g null null -
1 null null u g w v null t f null t g null null -
1 null null y p i bb null t t null t g null null -
1 null null y p d v null t f null f s null null -
1 null null y p w v null t t null t g null null -
1 null null u g d h null t t null f g null null +
1 null null u g x v null t t null t g null null +
1 null null u g m v null t f null f s null null +
1 null null u g e z null t t null t g null null +
1 null null u g i bb null t t null f g null null +
1 null null u g r n null t t null t g null null +
1 null null u g w v null t t null f g null null +
0.5 null null y p x h null t t null f g null null +
1 null null u g c h null t t null f g null null +
1 null null u g w v null t t null t g null null +
0.5 null null u g w v null t t null f g null null +
1 null null u g x h null t f null f g null null +
0.5 null null u g q h null t t null t g null null +
0.5 null null u g cc h null t t null f g null null +
1 null null u g x h null t f null f g null null +
1 null null u g c h null t f null f g null null +
1 null null u g q h null t f null t g null null +
1 null null u g q h null t f null t g null null +
0.5 null null u g aa v null t f null f g null null +
1 null null u g w h null t t null t g null null +
0.5 null null u g x h null t f null f g null null +
1 null null y p c v null t t null t g null null +
0.5 null null u g aa v null t t null f g null null +
1 null null u g w v null t t null t g null null +
1 null null y p d v null t t null t g null null +
1 null null y p x v null t t null t g null null +
0.5 null null u g ff ff null t t null t g null null +
0.5 null null u g c h null t t null f g null null +
1 null null y p c h null t t null t g null null +
1 null null u g c v null t t null f g null null +
1 null null u g c v null t t null f g null null +
1 null null u g c v null t t null f g null null +
1 null null u g m v null t t null t g null null +
1 null null u g x v null t t null t g null null +
1 null null u g e v null f t null f s null null +
1 null null u g m v null t f null t g null null +
1 null null y p w h null t f null t g null null +
0.5 null null y p e z null t f null f g null null +
1 null null u g ff ff null t f null t g null null +
1 null null u g x h null t t null t g null null +
1 null null u g c v null t t null f g null null +
1 null null y p c v null t t null t g null null +
1 null null u g c v null t t null t g null null +
1 null null u g cc v null t t null f g null null +
1 null null u g c h null t t null t g null null +
1 null null null null null null null f f null f p null null +
1 null null u g w v null f f null t g null null +
1 null null u g k v null t f null t g null null +
1 null null u g c bb null t f null f g null null +
0.5 null null u g c v null t t null t g null null +
0.5 null null u g aa v null t t null f g null null +
0 null null u g q v null f t null f g null null +
1 null null u g c v null t t null t g null null +
0.5 null null u g k v null t t null f g null null +
0 null null y p null null null f f null t g null null -
1 null null y p k v null f f null f g null null -
1 null null u g q v null f f null f g null null -
1 null null u g c h null t f null f g null null -
0.5 null null y p k v null f f null t g null null -
1 null null u g c v null f f null f g null null +
1 null null u g k v null f f null t g null null -
1 null null y p d v null f f null t g null null -
1 null null u g x bb null f f null t g null null -
1 null null y p k v null f f null f g null null -
1 null null y p q h null f t null t g null null -
1 null null u g w v null f t null f g null null -
1 null null u g c bb null f t null t g null null -
0.5 null null u g c v null f f null f g null null -
1 null null u g c h null f t null t g null null -
1 null null u g i v null f t null t g null null -
1 null null y p ff ff null f t null f g null null -
1 null null u g m v null f t null t g null null -
1 null null y p aa v null t f null f g null null -
1 null null u g i v null f f null f g null null -
1 null null u g c j null f f null t s null null +
0.5 null null null null null null null f f null f p null null +
1 null null u g q v null f f null f g null null -
1 null null y p cc v null f f null f g null null -
1 null null u g c v null f f null f s null null -
1 null null y p i bb null f f null t g null null -
1 null null u g ff ff null f f null f g null null -
1 null null u g d h null f f null f g null null -
0.5 null null u g w v null f f null f g null null -
0.5 null null u g q v null f f null t g null null -
0.5 null null u g m h null f t null t g null null -
0.5 null null u g ff ff null f f null f g null null -
1 null null y p k ff null f f null f g null null -
0.5 null null u g w v null f t null t g null null -
1 null null u g c n null f t null t g null null -
1 null null y p m v null f f null t g null null -
1 null null u g aa v null f f null f g null null -
1 null null u g aa v null f f null t g null null -
1 null null u g k v null f f null t g null null -
1 null null u g i bb null f f null t g null null -
0 null null y p cc v null f f null t g null null -
1 null null y p aa v null f f null t g null null -
0.5 null null u g aa h null f f null f g null null -
1 null null y p w v null f f null t g null null -
1 null null u g cc v null f f null t g null null -
0.5 null null u g c v null f f null f g null null -
1 null null u g aa v null f f null t g null null -
1 null null u g k h null f f null t g null null -
0.5 null null u g ff ff null f t null f g null null -
1 null null u g i bb null f f null f g null null -
0.5 null null u g q v null f t null t g null null -
0.5 null null u g i v null f f null t s null null -
1 null null u g i v null t f null t g null null -
0.5 null null u g q v null f t null t g null null -
0.5 null null y p ff ff null f f null f g null null -
1 null null u g c h null f t null t g null null -
0.5 null null u g aa v null f f null f g null null -
0.5 null null u g c v null f f null f g null null -
0.5 null null u g c v null f t null t g null null -
1 null null u g aa v null f f null f g null null -
1 null null u g c v null f f null f g null null -
0.5 null null u g w v null f f null t g null null -
1 null null y p cc v null f f null t g null null -
1 null null y p w v null f f null f s null null -
1 null null y p m v null f f null f g null null -
0.5 null null u g c v null f f null t g null null -
0.5 null null u g c v null f t null t g null null -
1 null null u g d h null f f null t s null null -
1 null null y p ff ff null f f null f g null null -
1 null null u g w v null f f null f g null null -
1 null null u g cc v null f f null f g null null -
0.5 null null u g aa v null f f null t g null null -
0 null null y p e h null f f null f g null null -
0.5 null null u g i h null f f null f g null null -
0.5 null null u g aa v null f f null f g null null -
0.5 null null u g q h null f t null t g null null -
1 null null u g m v null f t null f g null null -
0.5 null null u g ff ff null f f null f g null null -
0.5 null null u g c v null f f null f g null null -
1 null null u g k v null f f null f g null null -
1 null null y p d h null f f null f g null null -
1 null null u g i v null f f null t g null null -
1 null null y p d v null f f null f g null null -
1 null null u g m v null f f null t s null null -
1 null null y p e h null f f null f g null null -
0.5 null null u g c v null f t null t g null null -
0.5 null null y p ff ff null f t null t g null null -
1 null null u g aa v null f f null f g null null -
1 null null u g c h null f f null t g null null -
